主編碼,屬性,詞目,音讀,文白屬性,部首
53166,5,教具,kau3-ku7,0,
53167,5,條例,tiau5-le7,0,
53168,5,淡化,tam7-hua3,0,
53169,5,清涼,tshing1-liang5,0,
53170,5,清爽,tshing1-song2,0,
53171,5,清醒,tshing1-tshenn2/tshing1-tshinn2,0,
53172,5,異鄉,i7-hiong1,0,
53173,5,祭典,tse3-tian2,0,
53174,5,祭拜,tse3-pai3,0,
53175,5,脫衣舞,thuat4-i1-bu2,0,
53176,5,莫名,bok8-bing5,0,
53177,5,處長,tshu3-tiunn2,0,
53178,5,規章,kui1-tsiong1,0,
53179,5,訪談,hong2-tam5,0,
53180,5,貨車,hue3-tshia1/he3-tshia1,0,
53181,5,貨運,hue3-un7/he3-un7,0,
53182,5,閉幕,pi3-boo7,0,
53183,5,陸地,liok8-te7/liok8-tue7,0,
53184,5,勞改,lo5-kai2,0,
53185,5,圍觀,ui5-kuan1,0,
53186,5,報刊,po3-khan1,0,
53187,5,報考,po3-kho2,0,
53188,5,復健,hok8-kian7,0,
53189,5,惡夢,ok4-bang7,0,
53190,5,散佈,san3-poo3,0,
53191,5,港都,kang2-too1,0,
53192,5,渡過,too7-kue3,0,
53193,5,減弱,kiam2-jiok8/kiam2-liok8,0,
53194,5,減稅,kiam2-sue3/kiam2-se3,0,
53195,5,無心,bo5-sim1,0,
53196,5,童話,tong5-ue7,0,
53197,5,策畫,tshik4-ue7,0,
53198,5,筆友,pit4-iu2,0,
53199,5,筆記,pit4-ki3,0,
53200,5,結晶,kiat4-tsinn1,0,
53201,5,絕食,tsuat8-sit8,0,
53202,5,視察,si7-tshat4,0,
53203,5,評量,phing5-liong5,0,
53204,5,跑車,phau2-tshia1,0,
53205,5,週年,tsiu1-ni5,0,
53206,5,進修,tsin3-siu1,0,
53207,5,郵資,iu5-tsu1,0,
53208,5,開展,khai1-tian2,0,
53209,5,開除,khai1-tu5,0,
53210,5,開採,khai1-tshai2,0,
53211,5,開戰,khai1-tsian3,0,
53212,5,開機,khui1-ki1,0,
53213,5,亂象,luan7-siong7,0,
53214,5,傷者,siong1-tsia2,0,
53215,5,園地,uan5-te7/uan5-tue7,0,
53216,5,圓形,inn5-hing5,0,
53217,5,感念,kam2-liam7,0,
53218,5,感嘆,kam2-than3,0,
53219,5,愛國,ai3-kok4,0,
53220,5,愛惜,ai3-sioh4,0,
53221,5,愛護,ai3-hoo7,0,
53222,5,新生,sin1-sing1,0,
53223,5,會務,hue7-bu7,0,
53224,5,毽子,kian3-tsi2,0,
53225,5,滄桑,tshong1-song1,0,
53226,5,照護,tsiau3-hoo7,0,
53227,5,禁令,kim3-ling7,0,
53228,5,罪名,tsue7-mia5,0,
53229,5,腦海,nau2-hai2,0,
53230,5,解放,kai2-hong3,0,
53231,5,試車,tshi3-tshia1,0,
53232,5,試飛,tshi3-pue1/tshi3-pe1,0,
53233,5,試題,tshi3-te5/tshi3-tue5,0,
53234,5,話語,ue7-gi2/ue7-gu2,0,
53235,5,資政,tsu1-tsing3,0,
53236,5,運費,un7-hui3,0,
53237,5,運鈔車,un7-tshau1-tshia1,0,
53238,5,運勢,un7-se3,0,
53239,5,道場,to7-tiunn5,0,
53240,5,逼近,pik4-kin7/pik4-kun7,0,
53241,5,違建,ui5-kian3,0,
53242,5,鉛管,ian5-kong2,0,
53243,5,電訊,tian7-sin3,0,
53244,5,電極,tian7-kik8,0,
53245,5,頒發,pan1-huat4,0,
53246,5,僑生,kiau5-sing1,0,
53247,5,嘉惠,ka1-hui7,0,
53248,5,圖示,too5-si7,0,
53250,5,對岸,tui3-huann7,0,
53251,5,幕後,boo7-au7,0,
53252,5,構思,koo3-su1,0,
53253,5,歌星,kua1-tshenn1/kua1-tshinn1,0,
53254,5,演化,ian2-hua3,0,
53255,5,滿漢全席,buan2-han3-tsuan5-sik8,0,
53256,5,漫遊,ban7-iu5,0,
53257,5,漁場,hi5-tiunn5/hu5-tiunn5,0,
53258,5,精良,tsing1-liong5,0,
53259,5,綠化,lik8-hua3,0,
53260,5,綿羊,mi5-iunn5,0,
53261,5,綿延,bian5-ian5,0,
53262,5,翡翠,hui2-tshui3,0,
53263,5,舞男,bu2-lam5,0,
53264,5,製藥,tse3-ioh8,0,
53265,5,輕型,khin1-hing5,0,
53266,5,遙遠,iau5-uan2,0,
53267,5,銅牌,tang5-pai5,0,
53268,5,銅像,tang5-siong7,0,
53269,5,審理,sim2-li2,0,
53270,5,影星,iann2-tshenn1/iann2-tshinn1,0,
53271,5,影展,iann2-tian2,0,
53272,5,憂傷,iu1-siong1,0,
53273,5,樂手,gak8-tshiu2,0,
53274,5,樂迷,gak8-be5,0,
53275,5,熱切,jiat8-tshiat4/liat8-tshiat4,0,
53276,5,熱戀,jiat8-luan5/liat8-luan5,0,
53277,5,獎助,tsiong2-tsoo7,0,
53278,5,篇幅,phian1-hok4,0,
53279,5,練球,lian7-kiu5,0,
53280,5,衛教,ue7-kau3,0,
53281,5,論述,lun7-sut8,0,
53282,5,論戰,lun7-tsian3,0,
53283,5,質料,tsit4-liau7,0,
53284,5,遷入,tshian1-jip8/tshian1-lip8,0,
53285,5,鄰長,lin5-tiunn2,0,
53286,5,養份,iong2-hun7,0,
53287,5,駕照,ka3-tsiau3,0,
53288,5,學區,hak8-khu1,0,
53289,5,導航,to7-hang5,0,
53290,5,導遊,to7-iu5,0,
53291,5,憲政,hian3-tsing3,0,
53292,5,整型,tsing2-hing5,0,
53293,5,整建,tsing2-kian3,0,
53295,5,機票,ki1-phio3,0,
53296,5,濃縮,long5-sok4,0,
53297,5,激動,kik4-tong7,0,
53298,5,縣政,kuan7-tsing3,0,
53299,5,遴選,lin5-suan2,0,
53300,5,選罷法,suan2-pa7-huat4,0,
53301,5,遲到,ti5-to3,0,
53302,5,遺傳,ui5-thuan5,0,
53303,5,遺體,ui5-the2,0,
53304,5,雕塑,tiau1-sok4,0,
53305,5,雕像,tiau1-siong7,0,
53306,5,靜電,tsing7-tian7,0,
53307,5,靜態,tsing7-thai3,0,
53308,5,餐會,tshan1-hue7,0,
53309,5,優勝,iu1-sing3,0,
53310,5,應變,ing3-pian3,0,
53311,5,擬訂,gi2-ting7,0,
53312,5,檢疫,kiam2-ik8,0,
53313,5,檢警,kiam2-king2,0,
53314,5,溼地,sip4-te7/sip4-tue7,0,
53315,5,營隊,iann5-tui7,0,
53316,5,總隊,tsong2-tui7,0,
53317,5,繁華,huan5-hua5,0,
53318,5,聯手,lian5-tshiu2,0,
53319,5,聯考,lian5-kho2,0,
53320,5,聯隊,lian5-tui7,0,
53321,5,聯誼,lian5-gi5,0,
53322,5,鍛鍊,tuan3-lian7,0,
53323,5,黏膜,liam5-mooh8,0,
53324,5,點播,tiam2-poo3,0,
53325,5,點點滴滴,tiam2-tiam2-tih4-tih4,0,
53326,5,歸納,kui1-lap8,0,
53327,5,禮遇,le2-gu7,0,
53328,5,簡介,kan2-kai3,0,
53329,5,簡體字,kan2-the2-ji7/kan2-the2-li7,0,
53330,5,醫藥,i1-ioh8,0,
53331,5,鎮民,tin3-bin5,0,
53332,5,雜草,tsap8-tshau2,0,
53333,5,雙層,siang1-tsan5,0,
53334,5,雞精,ke1-tsing1/kue1-tsing1,0,
53335,5,騎車,khia5-tshia1,0,
53336,5,騎馬,khia5-be2,0,
53337,5,藝壇,ge7-tuann5,0,
53338,5,藥品,ioh8-phin2,0,
53339,5,邊界,pian1-kai3,0,
53340,5,競標,king7-pio1,0,
53341,5,籌辦,tiu5-pan7,0,
53342,5,籃板,na5-pan2,0,
53343,5,議事,gi7-su7,0,
53344,5,警匪,king2-hui2,0,
53345,5,黨旗,tong2-ki5,0,
53346,5,贓物,tsong1-but8,0,
53347,5,聽力,thiann1-lik8,0,
53348,5,變革,pian3-kik4,0,
53349,5,變態,pian3-thai3,0,
53350,5,驗收,giam7-siu1,0,
53351,5,體內,the2-lai7,0,
53352,5,體型,the2-hing5,0,
53353,5,體積,the2-tsik4,0,
53354,5,體檢,the2-kiam2,0,
53355,5,讚揚,tsan3-iong5,0,
53356,5,人世,jin5-se3/lin5-se3,0,
53357,5,人群,jin5-kun5/lin5-kun5,0,
53358,5,入伍,jip8-ngoo2/lip8-ngoo2,0,
53359,5,三軍,sam1-kun1,0,
53360,5,下令,ha7-ling7,0,
53361,5,下台,ha7-tai5,0,
53362,5,下課,ha7-kho3,0,
53363,5,上岸,tsiunn7-huann7,0,
53364,5,上將,siong7-tsiong3,0,
53365,5,上網,tsiunn7-bang7,0,
53366,5,亡國,bong5-kok4,0,
53367,5,千辛萬苦,tshian1-sin1-ban7-khoo2,0,
53368,5,口號,khau2-ho7,0,
53369,5,大王,tai7-ong5,0,
53370,5,大衣,tua7-i1,0,
53371,5,大西洋,Tai7-se1-iunn5,0,
53372,5,大炮,tua7-phau3,0,
53373,5,大專,tai7-tsuan1,0,
53374,5,大麻,tua7-mua5,0,
53375,5,大牌,tua7-pai5,0,
53376,5,大筆,tua7-pit4,0,
53377,5,大綱,tai7-kong1,0,
53378,5,大體,tai7-the2,0,
53379,5,山羊,suann1-iunn5,0,
53380,5,山莊,san1-tsong1,0,
53381,5,山路,suann1-loo7,0,
53382,5,山歌,san1-ko1,0,
53383,5,工資,kang1-tsu1,0,
53384,5,中止,tiong1-tsi2,0,
53385,5,中選會,Tiong1-suan2-hue7,0,
53386,5,中藥,tiong1-ioh8,0,
53387,5,互助,hoo7-tsoo7,0,
53388,5,互惠,hoo7-hui7,0,
53389,5,五星級,goo7-tshenn1-kip4/goo7-tshinn1-kip4,0,
53390,5,內戰,lai7-tsian3,0,
53391,5,公報,kong1-po3,0,
53392,5,公演,kong1-ian2,0,
53393,5,公爵,kong1-tsiok4,0,
53394,5,公職,kong1-tsit4,0,
53395,5,分化,hun1-hua3,0,
53396,5,分支,hun1-tsi1,0,
53397,5,分貝,hun1-pue3,0,
53398,5,分級,hun1-kip4,0,
53399,5,分區,hun1-khu1,0,
53400,5,分割,hun1-kuah4,0,
53401,5,分隊,hun1-tui7,0,
53402,5,分擔,hun1-tam1,0,
53403,5,切開,tshiat4-khui1,0,
53404,5,切斷,tshiat4-tng7,0,
53405,5,化石,hua3-tsioh8,0,
53406,5,升等,sing1-ting2,0,
53407,5,反感,huan2-kam2,0,
53408,5,反轉,huan2-tsuan2,0,
53409,5,天平,thian1-ping5,0,
53410,5,天災,thian1-tsai1,0,
53411,5,天際,thian1-tse3,0,
53412,5,天價,thian1-ke3,0,
53413,5,太子,thai3-tsu2,0,
53414,5,幻滅,huan3-biat8,0,
53415,5,引領,in2-ling2,0,
53416,5,心跳,sim1-thiau3,0,
53417,5,心境,sim1-king2,0,
53418,5,戶政,hoo7-tsing3,0,
53419,5,戶數,hoo7-soo3,0,
53420,5,手排,tshiu2-pai5,0,
53421,5,手語,tshiu2-gi2/tshiu2-gu2,0,
53422,5,手銬,tshiu2-khau3,0,
53423,5,支流,tsi1-liu5,0,
53424,5,文人,bun5-jin5/bun5-lin5,0,
53425,5,文教,bun5-kau3,0,
53426,5,方位,hong1-ui7,0,
53427,5,日夜,jit8-ia7/lit8-ia7,0,
53428,5,日語,Jit8-gi2/Lit8-gu2,0,
53429,5,月租費,gueh8-tsoo1-hui3/geh8-tsoo1-hui3,0,
53430,5,水利,tsui2-li7,0,
53431,5,水域,tsui2-hik8,0,
53432,5,水費,tsui2-hui3,0,
53433,5,片商,phinn3-siong1,0,
53434,5,牛車,gu5-tshia1,0,
53435,5,牛排,gu5-pai5,0,
53436,5,王牌,ong5-pai5,0,
53437,5,主將,tsu2-tsiong3,0,
53438,5,主菜,tsu2-tshai3,0,
53439,5,主編,tsu2-pian1,0,
53440,5,付款,hu3-khuan2,0,
53441,5,代名詞,tai7-bing5-su5,0,
53442,5,代步,tai7-poo7,0,
53443,5,代勞,tai7-lo5,0,
53444,5,代銷,tai7-siau1,0,
53445,5,出刊,tshut4-khan1,0,
53446,5,出品,tshut4-phin2,0,
53447,5,出風口,tshut4-hong1-khau2,0,
53448,5,出海,tshut4-hai2,0,
53449,5,加護,ka1-hoo7,0,
53450,5,功用,kong1-iong7,0,
53451,5,功臣,kong1-sin5,0,
53452,5,功利,kong1-li7,0,
53453,5,包涵,pau1-ham5,0,
53454,5,北二高,Pak4-ji7-ko1/pak4-li7-ko1,0,
53455,5,北美洲,Pak4-bi2-tsiu1,0,
53456,5,北美館,pak4-bi2-kuan2,0,
53457,5,半徑,puann3-king3,0,
53458,5,司長,su1-tiunn2,0,
53459,5,台長,tai5-tiunn2,0,
53460,5,台詞,tai5-su5,0,
53462,5,外移,gua7-i5,0,
53463,5,外部,gua7-poo7,0,
53464,5,外貌,gua7-mau7,0,
53465,5,失意,sit4-i3,0,
53466,5,奶茶,ling1-te5/ni1-te5,0,
53468,5,平手,penn5-tshiu2/pinn5-tshiu2,0,
53469,5,平直,penn5-tit8/pinn5-tit8,0,
53470,5,本業,pun2-giap8,0,
53471,5,本體,pun2-the2,0,
53472,5,未知,bi7-ti1,0,
53473,5,正宗,tsiann3-tsong1,0,
53474,5,母語,bu2-gi2/bu2-gu2,0,
53475,5,永久,ing2-kiu2,0,
53476,5,永續,ing2-siok8,0,
53477,5,犯規,huan7-kui1,0,
53478,5,生力軍,sing1-lik8-kun1,0,
53479,5,生計,sing1-ke3,0,
53480,5,申辦,sin1-pan7,0,
53481,5,白金,peh8-kim1,0,
53482,5,交付,kau1-hu3,0,
53483,5,交保,kau1-po2,0,
53484,5,交會,kau1-hue7,0,
53485,5,交響樂,kau1-hiong2-gak8,0,
53486,5,休館,hiu1-kuan2,0,
53487,5,份子,hun7-tsu2,0,
53488,5,光彩,kong1-tshai2,0,
53489,5,全程,tsuan5-ting5,0,
53490,5,共犯,kiong7-huan7,0,
53491,5,再造,tsai3-tso7,0,
53492,5,刑期,hing5-ki5,0,
53493,5,危害,gui5-hai7,0,
53494,5,同樂,tong5-lok8,0,
53495,5,名號,mia5-ho7,0,
53496,5,回報,hue5-po3/he5-po3,0,
53497,5,地名,te7-mia5/tue7-mia5,0,
53498,5,地雷,te7-lui5/tue7-lui5,0,
53499,5,好用,ho2-ing7,0,
53500,5,好事,ho2-su7,0,
53501,5,字幕,ji7-boo7/li7-boo7,0,
53502,5,存戶,tsun5-hoo7,0,
53503,5,守衛,siu2-ue7,0,
53504,5,有志,iu2-tsi3,0,
53505,5,次序,tshu3-su7,0,
53506,5,死去,si2--khi3,0,
53507,5,死角,si2-kak4,0,
53508,5,羽毛,u2-moo5,0,
53509,5,老兵,lau7-ping1,0,
53510,5,考場,kho2-tiunn5,0,
53511,5,考證,kho2-tsing3,0,
53512,5,耳機,hinn7-ki1,0,
53513,5,血跡,hueh4-jiah4/huih4-liah4,0,
53514,5,西南,se1-lam5,0,
53515,5,估算,koo2-sng3,0,
53516,5,免疫力,bian2-ik8-lik8,0,
53517,5,即刻,tsik4-khik4,0,
53518,5,否決,honn2-kuat4,0,
53519,5,吧台,pa1-tai5,0,
53520,5,壯大,tsong3-tai7,0,
53521,5,妙方,miau7-hng1,0,
53522,5,完備,uan5-pi7,0,
53523,5,局限,kiok8-han7,0,
53524,5,床頭,tshng5-thau5,0,
53525,5,快感,khuai3-kam2,0,
53526,5,戒備,kai3-pi7,0,
53527,5,抗藥性,khong3-ioh8-sing3,0,
53528,5,折磨,tsiat4-bua5,0,
53529,5,投案,tau5-an3,0,
53530,5,更正,king1-tsing3,0,
53531,5,決標,kuat4-pio1,0,
53532,5,決賽,kuat4-sai3,0,
53533,5,秀麗,siu3-le7,0,
53534,5,系所,he7-soo2,0,
53535,5,肝病,kuann1-penn7/kuann1-pinn7,0,
53536,5,良知,liong5-ti1,0,
53537,5,見識,kian3-sik4,0,
53538,5,見證,kian3-tsing3,0,
53539,5,身段,sin1-tuann7,0,
53540,5,車行,tshia1-hang5,0,
53541,5,車種,tshia1-tsiong2,0,
53542,5,巡航,sun5-hang5,0,
53543,5,邦交,pang1-kau1,0,
53544,5,里長,li2-tiunn2,0,
53545,5,防治,hong5-ti7,0,
53546,5,防空,hong5-khong1,0,
53547,5,防疫,hong5-ik8,0,
53548,5,防盜,hong5-to7,0,
53549,5,亞軍,a1-kun1,0,
53550,5,刻薄,khik4-pok8,0,
53551,5,制裁,tse3-tshai5,0,
53552,5,協理,hiap8-li2,0,
53553,5,卸任,sia3-jim7/sia3-lim7,0,
53554,5,受難,siu7-lan7,0,
53555,5,周刊,tsiu1-khan1,0,
53556,5,奔走,phun1-tsau2,0,
53557,5,定論,ting7-lun7,0,
53558,5,屈服,khut4-hok8,0,
53559,5,岩石,gam5-tsioh8,0,
53560,5,底薪,te2-sin1/tue2-sin1,0,
53561,5,怪罪,kuai3-tsue7,0,
53562,5,承包,sing5-pau1,0,
53563,5,抵制,ti2-tse3,0,
53564,5,林務局,Lim5-bu7-kiok8,0,
53565,5,武術,bu2-sut8,0,
53566,5,法會,huat4-hue7,0,
53567,5,油漆,iu5-tshat4,0,
53568,5,沿線,ian5-suann3,0,
53569,5,盲點,bong5-tiam2,0,
53570,5,社教,sia7-kau3,0,
53571,5,空位,khang1-ui7,0,
53572,5,芹菜,khin5-tshai3/khun5-tshai3,0,
53573,5,花花公子,hua1-hua1-kong1-tsu2,0,
53574,5,初學者,tshoo1-hak8-tsia2,0,
53575,5,表明,piau2-bing5,0,
53576,5,金字塔,kim1-ji7-thah4/kim1-li7-thah4,0,
53577,5,長年,tng5-ni5,0,
53578,5,長褲,tng5-khoo3,0,
53579,5,阻隔,tsoo2-keh4,0,
53580,5,青天,tshing1-thian1,0,
53581,5,信義,sin3-gi7,0,
53582,5,侵害,tshim1-hai7,0,
53583,5,保固,po2-koo3,0,
53585,5,前任,tsing5-jim7/tsing5-lim7,0,
53586,5,前言,tsian5-gian5,0,
53587,5,前鋒,tsian5-hong1,0,
53588,5,厚度,kau7-too7,0,
53589,5,叛亂,puan7-luan7,0,
53590,5,哀傷,ai1-siong1,0,
53591,5,威權,ui1-khuan5,0,
53592,5,室內,sik4-lai7,0,
53593,5,室溫,sik4-un1,0,
53594,5,客房,kheh4-pang5,0,
53595,5,客源,kheh4-guan5,0,
53596,5,封殺,hong1-sat4,0,
53597,5,封鎖,hong1-so2,0,
53598,5,建構,kian3-koo3,0,
53599,5,急診,kip4-tsin2,0,
53600,5,怨言,uan3-gian5,0,
53601,5,政壇,tsing3-tuann5,0,
53602,5,流汗,lau5-kuann7,0,
53603,5,流動性,liu5-tong7-sing3,0,
53604,5,流轉,liu5-tsuan2,0,
53605,5,洗牌,se2-pai5/sue2-pai5,0,
53606,5,洗禮,se2-le2/sue2-le2,0,
53607,5,界定,kai3-ting7,0,
53608,5,界線,kai3-suann3,0,
53609,5,盆栽,phun5-tsai1,0,
53610,5,研讀,gian2-thok8,0,
53611,5,紅豆,ang5-tau7,0,
53612,5,美洲,Bi2-tsiu1,0,
53613,5,美籍,Bi2-tsik8,0,
53614,5,致辭,ti3-su5,0,
53615,5,苦悶,khoo2-bun7,0,
53616,5,訂戶,ting7-hoo7,0,
53617,5,軍用,kun1-iong7,0,
53618,5,軍備,kun1-pi7,0,
53619,5,迫切,pik4-tshiat4,0,
53620,5,重現,tiong5-hian7,0,
53621,5,重劃區,tiong5-ueh8-khu1,0,
53622,5,風塵,hong1-tin5,0,
53623,5,首席,siu2-sik8,0,
53624,5,首都,siu2-too1,0,
53625,5,冥想,bing5-siong2,0,
53626,5,原味,guan5-bi7,0,
53627,5,原動力,guan5-tong7-lik8,0,
53628,5,原意,guan5-i3,0,
53629,5,唐詩,Tong5-si1,0,
53630,5,家園,ka1-hng5,0,
53631,5,座談,tso7-tam5,0,
53632,5,旁觀,pong5-kuan1,0,
53633,5,校慶,hau7-khing3,0,
53634,5,核定,hik8-ting7,0,
53635,5,氣流,khi3-liu5,0,
53636,5,消防,siau1-hong5,0,
53637,5,涉案,siap8-an3,0,
53638,5,特約,tik8-iok4,0,
53639,5,病毒,penn7-tok8/pinn7-tok8,0,
53640,5,病理,penn7-li2/pinn7-li2,0,
53641,5,病態,penn7-thai3/pinn7-thai3,0,
53642,5,病歷,penn7-lik8/pinn7-lik8,0,
53643,5,真空,tsin1-khong1,0,
53644,5,破滅,pho3-biat8,0,
53645,5,破解,pho3-kai2,0,
53646,5,神話,sin5-ue7,0,
53647,5,租金,tsoo1-kim1,0,
53648,5,索引,sik4-in2,0,
53649,5,純潔,sun5-kiat4,0,
53650,5,紙盒,tsua2-ap8,0,
53651,5,缺席,khuat4-sik8,0,
53652,5,航站,hang5-tsam7,0,
53653,5,茶包,te5-pau1,0,
53654,5,衰弱,sue1-jiok8/sue1-liok8,0,
53655,5,起先,khi2-sing1,0,
53656,5,起步,khi2-poo7,0,
53657,5,送交,sang3-kau1,0,
53658,5,退票,the3-phio3,0,
53659,5,退場,the3-tiunn5,0,
53660,5,追捕,tui1-poo2,0,
53661,5,追殺,tui1-sat4,0,
53662,5,追趕,tui1-kuann2,0,
53663,5,酒家,tsiu2-ka1,0,
53664,5,配發,phue3-huat4/phe3-huat4,0,
53665,5,配對,phue3-tui3/phe3-tui3,0,
53666,5,馬桶,be2-thang2,0,
53667,5,高壓,ko1-ap4,0,
53668,5,假釋,ka2-sik4,0,
53669,5,健保,kian7-po2,0,
53670,5,偵查,tsing1-tsa1,0,
53671,5,副總,hu3-tsong2,0,
53672,5,區長,khu1-tiunn2,0,
53673,5,區間,khu1-kan1,0,
53674,5,參數,tsham1-soo3,0,
53675,5,問答,bun7-tap4,0,
53676,5,國度,kok4-too7,0,
53677,5,國營,kok4-ing5,0,
53678,5,基準,ki1-tsun2,0,
53679,5,執業,tsip4-giap8,0,
53680,5,專才,tsuan1-tsai5,0,
53681,5,崩盤,pang1-puann5,0,
53682,5,強求,kiong5-kiu5,0,
53683,5,強弱,kiong5-jiok8/kiong5-liok8,0,
53684,5,情緣,tsing5-ian5,0,
53685,5,排放,pai5-hong3,0,
53686,5,排班,pai5-pan1,0,
53687,5,排演,pai5-ian2,0,
53688,5,救贖,kiu3-siok8,0,
53689,5,教養,kau3-iong2,0,
53690,5,教職員,kau3-tsit4-uan5,0,
53691,5,梵文,Huan7-bun5,0,
53692,5,毫米,ho5-bi2,0,
53693,5,毫克,ho5-khik4,0,
53694,5,液體,ik8-the2,0,
53695,5,清洗,tshing1-se2/tshing1-sue2,0,
53696,5,清掃,tshing1-sau3,0,
53697,5,淵源,ian1-guan5,0,
53698,5,深沉,tshim1-tim5,0,
53699,5,球友,kiu5-iu2,0,
53700,5,球技,kiu5-ki1,0,
53701,5,球類,kiu5-lui7,0,
53702,5,產物,san2-but8,0,
53703,5,眾生,tsiong3-sing1,0,
53704,5,被動,pi7-tong7,0,
53705,5,規費,kui1-hui3,0,
53706,5,貫穿,kuan3-tshuan1,0,
53707,5,通勤,thong1-khin5/thong1-khun5,0,
53708,5,通盤,thong1-puann5,0,
53709,5,連日,lian5-jit8/lian5-lit8,0,
53710,5,連連,lian5-lian5,0,
53711,5,造船,tso7-tsun5,0,
53712,5,野餐,ia2-tshan1,0,
53713,5,鳥類,tsiau2-lui7,0,
53715,5,創刊,tshong3-khan1,0,
53716,5,勝地,sing3-te7/sing3-tue7,0,
53717,5,勝算,sing3-suan3,0,
53718,5,喜宴,hi2-ian3,0,
53719,5,喪生,song3-sing1,0,
53720,5,單字,tan1-ji7/tan1-li7,0,
53721,5,報社,po3-sia7,0,
53722,5,報業,po3-giap8,0,
53723,5,寒冷,han5-ling2,0,
53724,5,寒假,han5-ka2,0,
53725,5,復工,hok8-kang1,0,
53726,5,惡魔,ok4-moo5,0,
53727,5,掌管,tsiong2-kuan2,0,
53728,5,掌聲,tsiong2-siann1,0,
53729,5,提煉,the5-lian7,0,
53730,5,智商,ti3-siong1,0,
53731,5,殖民,sit8-bin5,0,
53732,5,港區,kang2-khu1,0,
53733,5,減產,kiam2-san2,0,
53734,5,滋潤,tsu1-jun7/tsu1-lun7,0,
53735,5,無非,bu5-hui1,0,
53736,5,無常,bu5-siong5,0,
53737,5,無邊,bu5-pian1,0,
53738,5,畫筆,ue7-pit4,0,
53739,5,發財,huat4-tsai5,0,
53740,5,發送,huat4-sang3,0,
53741,5,發源地,huat4-guan5-te7/huat4-guan5-tue7,0,
53742,5,稅源,sue3-guan5/se3-guan5,0,
53743,5,童軍,tong5-kun1,0,
53744,5,筆法,pit4-huat4,0,
53745,5,結石,kiat4-tsioh8,0,
53746,5,華府,Hua5-hu2,0,
53747,5,虛構,hi1-koo3,0,
53748,5,越戰,Uat8-tsian3,0,
53749,5,超人,tshiau1-jin5/tshiau1-lin5,0,
53750,5,超速,tshiau1-sok4,0,
53751,5,跑道,phau2-to7,0,
53752,5,鄉民,hiong1-bin5,0,
53753,5,開庭,khui1-ting5,0,
53754,5,開票,khui1-phio3,0,
53755,5,開標,khui1-pio1,0,
53756,5,開課,khui1-kho3,0,
53757,5,陽春,iong5-tshun1,0,
53758,5,雅房,nga2-pang5,0,
53759,5,雄心,hiong5-sim1,0,
53760,5,亂七八糟,luan7-tshi1-pa1-tsau1,0,
53761,5,傳神,thuan5-sin5,0,
53762,5,傷勢,siong1-se3,0,
53763,5,募款,boo7-khuan2,0,
53764,5,奧妙,o3-miau7,0,
53765,5,意念,i3-liam7,0,
53766,5,意涵,i3-ham5,0,
53767,5,意圖,i3-too5,0,
53768,5,意境,i3-king2,0,
53769,5,感官,kam2-kuan1,0,
53770,5,感傷,kam2-siong1,0,
53771,5,感觸,kam2-tshiok4,0,
53772,5,新型,sin1-hing5,0,
53773,5,新舊,sin1-ku7,0,
53774,5,會商,hue7-siong1,0,
53775,5,業主,giap8-tsu2,0,
53776,5,溪水,khe1-tsui2/khue1-tsui2,0,
53777,5,溪流,khe1-lau5/khue1-lau5,0,
53778,5,煙霧,ian1-bu7,0,
53779,5,照樣,tsiau3-iunn7,0,
53780,5,當紅,tng1-ang5,0,
53781,5,禁用,kim3-iong7,0,
53782,5,聖戰,sing3-tsian3,0,
53783,5,落幕,loh8-boo7,0,
53784,5,補強,poo2-kiong5,0,
53785,5,裝甲,tsong1-kah4,0,
53786,5,解嚴,kai2-giam5,0,
53787,5,解讀,kai2-thok8,0,
53788,5,試用,tshi3-iong7,0,
53789,5,詩意,si1-i3,0,
53790,5,資歷,tsu1-lik8,0,
53791,5,遊民,iu5-bin5,0,
53792,5,遊覽,iu5-lam2,0,
53793,5,違憲,ui5-hian3,0,
53794,5,雷達,lui5-tat8,0,
53795,5,電聯車,tian7-lian5-tshia1,0,
53796,5,預約,i7-iok4/u7-iok4,0,
53797,5,預訂,i7-ting7/u7-ting7,0,
53798,5,預留,i7-liu5/u7-liu5,0,
53799,5,預產期,i7-san2-ki5/u7-san2-ki5,0,
53800,5,預設,i7-siat4/u7-siat4,0,
53801,5,預警,i7-king2/u7-king2,0,
53802,5,團長,thuan5-tiunn2,0,
53803,5,境地,king2-te7/king2-tue7,0,
53804,5,壽險,siu7-hiam2,0,
53805,5,實例,sit8-le7,0,
53806,5,對談,tui3-tam5,0,
53807,5,弊端,pe3-tuan1,0,
53808,5,截止,tsiat8-tsi2,0,
53809,5,撤銷,thiat4-siau1,0,
53810,5,榮譽,ing5-u7,0,
53811,5,漁會,hi5-hue7/hu5-hue7,0,
53812,5,滷味,loo2-bi7,0,
53813,5,監聽,kam3-thiann1,0,
53814,5,管線,kong2-suann3,0,
53815,5,精裝,tsing1-tsong1,0,
53816,5,舞步,bu2-poo7,0,
53817,5,舞團,bu2-thuan5,0,
53818,5,趕往,kuann2-ong2,0,
53819,5,輕柔,khin1-jiu5/khin1-liu5,0,
53820,5,輕傷,khin1-siong1,0,
53821,5,遙控,iau5-khong3,0,
53822,5,銀器,gin5-khi3/gun5-khi3,0,
53823,5,銅管,tang5-kong2,0,
53825,5,增資,tsing1-tsu1,0,
